year,month,day,address,category,description
2022,10,11,McLennan Physics - 255 Huron Street,MISCHIEF,A report of damage to property.
2022,10,10,McLennan Physics - 255 Huron Street,THEFT,A report of a theft of bicycle.
2022,10,10,New College 3 - 45 Willcocks Street,TRESPASS TO PROPERTY ACT,A report of a person trespassing. Issued a PON.
2022,10,9,35 Charles Street West,UNWANTED PERSON,A report of an unwanted person. Left prior to officer arrival.
2022,10,9,BCIT - 40 St. George Street,SUSPICIOUS PERSON,A report of a suspicious person. Gone prior to officer arrival.
2022,10,9,35 Charles Street West,THEFT,A report of a theft of bicycle.
2022,10,9,UTS - 371 Bloor Street West,THEFT,A report of a theft of bicycle.
2022,10,8,BCIT - 40 St. George Street,UNWANTED PERSON,A report of an unwanted person. Left when directed.
2022,10,8,Varsity Stadium - 275 Bloor Street West,MEDICAL,A report of a medical. One party transported to hospital.
2022,10,8,OISE - 252 Bloor Street West,WARRANTS,A report of an individual with an outstanding warrant. Arrested and charged by officers.
2022,10,8,35 Charles Street West,UNWANTED PERSON,A report of an unwanted person. Left when directed.
2022,10,7,315 Bloor Street West,MISCHIEF (GRAFFITI),A report of graffiti.
2022,10,7,Rotman - 107 St. George Street,THEFT,A report of a theft.
2022,10,7,MSB - 1 King's College Circle,SUSPICIOUS PERSON,A report of a suspicious person. Gone prior to officer arrival.
2022,10,7,Hart House - 7 Hart House Circle,UNWANTED PERSON,A report of an unwanted person. Left upon arrival.
2022,10,7,Rotman - 105 St. George Street,THEFT,A report of a theft.
2022,10,7,Mining - 170 College Street,MEDICAL,A report of a medical. One party transported to hospital.
2022,10,6,Warren Stevens - 55 Harbord Street,PERSON WELL-BEING CHECK,A request for a wellbeing check. Individual able to care for themselves.
2022,10,6,Off Campus,HARASSMENT,A report of a harassment.
2022,10,6,Woodsworth College - 119 St. George Street,DRUG PARAPHANALIA,A report of needles. Disposed of by officers.
2022,10,6,Exam Centre - 255 McCaul Street,MEDICAL,A report of medical. No assistance required.
2022,10,6,Lillian Massey - 125 Queen's Park,SUSPICIOUS PERSON,A report of a suspicious person. Left when directed.
2022,10,6,Munk School - 1 Devonshire Place,THEFT,A report of a theft of laptop.
2022,10,6,Hart House - 7 Hart House Circle,SUSPICIOUS PERSON,A report of a suspicious person. Gone prior to officer arrival.
2022,10,6,Burwash Hall - 89 Charles Street,THEFT,A report of a theft of cellphone.
2022,10,5,Wetmore Hall - 21 Classic Avenue,SUSPICIOUS PERSON,A report of a suspicious person. Gone prior to officer arrival.
2022,10,5,Galbraith - 35 St. George Street,TRESPASS TO PROPERTY ACT,A report of skateboarders. Left prior to officer arrival.
2022,10,5,Warren Stevens - 55 Harbord Street,THEFT,A report of numerous thefts.
2022,10,5,30 Charles Street West,FALSE ALARM OF FIRE,A report of a false alarm of fire.
2022,10,5,Robarts Library - 130 St. George Street,THEFT,A report of a theft of laptop.
2022,10,5,Pharmacy - 144 College Street,THEFT,A report of a theft of bicycle.
2022,10,5,Elmsley Hall - 81 St. Mary Street,TRESPASS TO PROPERTY ACT,A report of skateboarders. Gone prior to officer arrival.
2022,10,5,Continuing Studies - 162 St. George Street,SUSPICIOUS PERSON,A report of a suspicious person. Left when directed.
2022,10,5,J. M. Kelly Library - 113 St. Joesph Street,THEFT,A report of a theft.
2022,10,4,Morrison Hall - 75 St. George Street,UNWANTED PERSON,A report of a unwanted person. Left when directed.
2022,10,4,Off Campus,HARASSMENT,A report of a harassment.
2022,10,4,OISE - 252 Bloor Street,UNWANTED PERSON,A report of a unwanted person. Left when directed.
2022,10,4,North Borden - 563 Spadina Avenue,UNWANTED PERSON,A report of a unwanted person. Left when directed.
2022,10,4,Innis College - 2 Sussex Avenue,UNWANTED PERSON,A report of a unwanted person. Left when directed.
2022,10,4,60 Sussex Avenue,NOISE COMPLAINT,A report of a noise complaint.
2022,10,4,University College - 15 King's College Circle,PERSON WELL-BEING CHECK,A request for a wellbeing check. Individual able to care for themselves.
2022,10,4,Trinity College - 6 Hoskin Avenue,TRESPASS TO PROPERTY ACT,A report of an person refusing to leave property. Left when directed by officers.
2022,10,4,OISE - 252 Bloor Street,PERSON WELL-BEING CHECK,A request for a wellbeing check. Individual able to care for themselves.
2022,10,4,Convocation Hall - 31 King's College Circle,UNWANTED PERSON,A report of a unwanted person. Left when directed.
2022,10,3,Architecture -1 Spadina Crescent,UNWANTED PERSON,A report of an unwanted person. Left upon arrival.
2022,10,3,Robarts Library - 130 St. George Street,THEFT,A report of a theft of scooter.
2022,10,3,Warren Stevens - 55 Harbord Street,THEFT,A report of a theft.
2022,10,3,OISE - 252 Bloor Street,SUSPICIOUS PERSON,A report of a suspicious person. Gone prior to officer arrival.
2022,10,3,Philosopher's Walk - 6 Hoskin Avenue,UNWANTED PERSON,A report of an unwanted person. Left upon arrival.
2022,10,3,Continuing Studies - 162 St. George Street,MISCHIEF,A report of a broken window.
2022,10,2,"299 BLOOR STREET WEST, TORONTO",THEFT,REPORT OF A THEFT OF SHOES.
2022,10,2,"40 ST. GEORGE STREET, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON; PARTY LEFT PRIOR TO OFFICERS ARRIVAL.
2022,10,2,"9 KING'S COLLEGE CIRCLE, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON; ALL IN ORDER.
2022,10,2,"21 CLASSIC AVENUE, TORONTO",INDECENT ACT,REPORT OF AN INDECENT ACT; PARTY LEFT AREA PRIOR TO OFFICERS ARRIVAL.
2022,10,2,"20 WILLCOCKS STREET, TORONTO",INDECENT ACT,REPORT OF AN INDECENT ACT BY A UNKNOWN PERPETRATOR.
2022,10,1,"184 COLLEGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS ENTERING WHEN ENTRY PROHIBITED.  
2022,10,1,"59 ST. GEORGE STREET, TORONTO",EMERGENCY PHONE,EMERGENCY PHONE ACTIVATED; NO PERSON FOUND TO BE IN DISTRESS.
2022,10,1,"1 KING'S COLLEGE CIRCLE, TORONTO",UNWANTED PERSON,REPORT OF AN UNWNATED PERSON; PARTY LEFT WHEN DIRECTED.
2022,9,30,"35 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS ENGAGING IN PROHIBITED ACTIVITY.
2022,9,30,"35 CHARLES STREET WEST, TORONTO",THEFT,REPORT OF LAUNDRY THEFT.
2022,9,30,OFF CAMPUS,ASSIST OTHER AGENCY,TORONTO POLICE SERVICE REQUESTED ASSISTANCE.
2022,9,30,"184 COLLEGE STREET, TORONTO",LIQUOR LICENCE ACT,REPORT OF PERSONS WITH OPEN ALCOHOL IN A PUBLIC PLACE.
2022,9,30,"1 SPADINA CRESCENT, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON; PARTY LEFT PRIOR TO OFFICER ARRIVAL.
2022,9,30,"COLLEGE STREET/HURON STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON ACTING STRANGELY.  PARTY GONE UPON OFFICERS ARRIVAL.
2022,9,30,"81 ST. MARY STREET, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON.  PARTY LEFT PRIOR TO OFFICERS ARRIVAL.
2022,9,30,"80 ST. GEORGE STREET, TORONTO",CHEMICAL SPILL,REPORT OF A CHEMICAL SPILL; EHS ATTENDED.
2022,9,30,"130 ST. GEORGE STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON ACTING BIZARRE OUTSIDE; PARTY LEFT THE AREA WITHOUT INCIDENT.
2022,9,30,"30 CHARLES STREET WEST, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON; LEFT PRIOR TO OFFICERS ARRIVAL.
2022,9,30,"113 ST. JOSEPH STREET, TORONTO",THEFT,THEFT OF VIDEO GAMES WAS REPORTED.
2022,9,30,"45 WILLCOCKS STREET, TORONTO",FRAUD,3RD PARTY REPORT OF FRAUD.  ALREADY REPORTED TO TORONTO POLICE.
2022,9,29,OFF CAMPUS,MOTOR VEHICLE COLLISION,REPORT OF A MOTOR VEHICLE COLLISION; COMPLAINANT REPORTED INCIDENT TO TORONTO POLICE SERVICE.
2022,9,29,"5 KING'S COLLEGE ROAD, TORONTO",POLICE ASSISTANCE,PARTY REQUIRED MEDICAL AID AND WAS TRANSPORTED TO HOSPITAL BY PARAMEDICS.
2022,9,29,"369 HURON STREET, TORONTO",THEFT,REPORT OF A THEFT OF A SCOOTER.
2022,9,29,"1 KING'S COLLEGE CIRCLE, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON; PARTY LEFT AREA WITHOUT INCIDENT.
2022,9,29,"71 QUEEN'S PARK CRESCENT EAST, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON; PARTY  LEFT PRIOR TO OFFICERS ARRIVAL.
2022,9,29,"30 CHARLES STREET WEST, TORONTO",ALARM,CAMPUS SAFETY RECEIVED A FIRE ALARM.  ALL IN ORDER.
2022,9,29,"184 COLLEGE STREET, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON; PARTY LEFT WHEN DIRECTED.
2022,9,29,"113 ST. JOSEPH STREET, TORONTO",THEFT,REPORT OF A THEFT.
2022,9,29,OFF CAMPUS,DEMONSTRATION/PROTEST,REPORT OF ANTI ABORTION PROTESTERS.  
2022,9,28,"21 SUSSEX AVENUE, TORONTO",POLICE INFO,PERSON REFFERRED TO THE COMMUNITY SAFETY OFFICE.
2022,9,28,"17 GLEN MORRIS STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUPICIOUS PERSON IN THE PARKING GARAGE; ALL IN ORDER.
2022,9,28,"91 CHARLES STREET WEST, TORONTO",ASSAULT,REPORT OF AN ASSAULT; NO VICTIM CAME FORWARD.
2022,9,28,OFF CAMPUS,HARASSMENT,REPORT OF ONLINE HARASSMENT.
2022,9,28,"252 BLOOR STREET WEST, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS ENGAGING IN PROHIBITED ACTIVITY.  ALL PARTIES LEFT WHEN DIRECTED BY OFFICERS.
2022,9,28,"170 ST. GEORGE STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUPICIOUS PERSON; ALL APPEARS IN ORDER.
2022,9,28,"730 YONGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF A PERSON REFUSING TO LEAVE; PARTY LEFT PRIOR TO OFFICERS ARRIVAL.
2022,9,28,"144 COLLEGE STREET, TORONTO",WARRANTS,PERSON ARRESTED FOR AN OUTSTANDING WARRANT.
2022,9,27,"55 HARBORD STREET, TORONTO",THEFT,REPORT OF A BICYCLE THEFT.
2022,9,27,"80 QUEEN'S PARK, TORONTO",TRESPASS TO PROPERTY ACT,OFFICERS LOCATED A PARTY TRESPASSING IN A LOCKED BUILDING.
2022,9,27,"55 HARBORD STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON LOITERING AROUND THE BICYCLE RACKS.  PARTY WAS GONE PRIOR TO OFFICERS ARRIVAL.
2022,9,27,OFF CAMPUS,POLICE INFO,COMMUNITY MEMBER REFERRED TO THE COMMUNITY SAFETY OFFICE.
2022,9,27,"35 CHARLES STREET WEST, TORONTO",NOISE COMPLAINT,REPORT OF A NOISE COMPLAINT.  OCCUPANT COMPLIED WITH OFFICERS DIRECTIONS.
2022,9,27,"130 ST. GEORGE STREET, TORONTO",THEFT,REPORT OF A THEFT OF VARIOUS ITEMS.
2022,9,27,"321 BLOOR STREET WEST, TORONTO",DRUGS,REPORT OF DRUG PARAPHANALIA; DISPOSED OF BY OFFICERS.
2022,9,26,"170 COLLEGE STREET, TORONTO",POLICE INFO,REPORT OF A PERSON ACTING DISORDERLY AND BIZARRE.
2022,9,26,"78 QUEEN'S PARK, TORONTO",INSECURE PREMISE,REPORT OF AN INSECURE PREMISE.  OFFICER INVESTIGATED AND ALL APPEARED IN ORDER.
2022,9,26,"17 GLEN MORRIS STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS ENGAGING IN PROHIBITED ACTIVITY.  PARTIES LEFT WHEN DIRECTED.
2022,9,26,"725 SPADINA AVENUE, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF A PERSON TRESPASSING; PARTY LEFT WHEN DIRECTED BY OFFICERS.
2022,9,26,"71 PRINCE ARTHUR AVENUE, TORONTO",UNWANTED PERSONS,REPORT OF UNWANTED PERSONS.  PARTIES LEFT WHEN DIRECTED.
2022,9,26,"55 HARBORD STREET, TORONTO",THEFT,REPORT OF A THEFT OF CURRENCY.
2022,9,26,"1 KING'S COLLEGE CIRCLE, TORONTO",SUSPICIOUS PERSON,SUSPICIOUS PERSON WAS REPORTED AND LEFT PRIOR TO OFFICERS ARRIVAL.
2022,9,26,"45 WILLCOCKS STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON; PARTY LEFT WITHOUT INCIDENT.
2022,9,26,OFF CAMPUS,FRAUD,REPORT OF IDENTITY FRAUD.
2022,9,26,"144 COLLEGE STREET, TORONTO",MEDICAL,REPORT OF A PERSON REQUIRING MEDICAL AID.  PARTY REFUSED PARAMEDIC SERVICES.
2022,9,25,"40 WILLCOCKS, STREET, TORONTO",MISSING PERSON,ASSIST TORONTO POLICE SERVICE WITH MISSING PERSON INVESTIGATION.
2022,9,25,"81 ST. MARY STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON; INVESTIGATED BY OFFICERS.
2022,9,25,"80 QUEEN'S PARK, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON; PARTY LEFT WITHOUT DIRECTION.
2022,9,25,"59 ST. GEORGE STREET, TORONTO",THEFT,REPORT OF A THEFT OF ELECTRONICS.
2022,9,25,"111 ST. GEORGE STREET, TORONTO",THEFT,REPORT OF A BICYCLE THEFT IN PROGRESS.  
2022,9,25,"40 WILLCOCKS, STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON; PARTY LEFT PRIOR TO OFFICERS ARRIVAL.
2022,9,25,"35 ST. GEORGE STREET, TORONTO",MEDICAL,PERSON TRANSPORTED TO HOSPITAL BY AMBULANCE (NOT CRIMINAL IN NATURE).
2022,9,25,"252 BLOOR STREET WEST, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON.  PARTY LEFT WHEN DIRECTED BY SPECIAL CONSTABLES.
2022,9,24,Bader Theatre - 93 Charles Street West,UNWANTED PERSON,A report of an unwanted person. Left when directed.
2022,9,24,Benson Building - 320 Huron Street,MEDICAL,A report of a medical. Transported to hospital.
2022,9,24,Galbraith - 35 St. George Street,THEFT,A report of a theft.
2022,9,24,Hart House - 7 Hart House Circle,TRESPASS TO PROPERTY ACT,A report of a person trespassing. Left when directed.
2022,9,24,Margaret Addison Hall - 140 Charles Street West,SUSPICIOUS PERSON,A report of a suspicious person. Gone prior to officer arrival.
2022,9,23,89 Chestnut Street,UNWANTED PERSON,A report of an unwanted person. Gone prior to officer arrival.
2022,9,23,New College 3 - 45 Willcocks Street,PERSON WELL-BEING CHECK,A request for a wellbeing check. Individual able to care for themselves.
2022,9,23,107 St. George Street,UNWANTED PERSON,A report of an unwanted person. Gone prior to officer arrival.
2022,9,23,Bader Theatre - 93 Charles Street,SUSPICIOUS PERSON,A report of a suspicious person. Gone prior to officer arrival.
2022,9,22,Birge-Carnegie - 75 Queen's Park Crescent,SUSPICIOUS PERSON,A report of a suspicious person. Gone prior to officer arrival.
2022,9,22,GSU - 16 Bancroft Avenue,SUSPICIOUS PERSON,A report of a suspicious person. Gone prior to officer arrival.
2022,9,22,300 Huron Street,SUSPICIOUS PERSON,A report of a suspicious person. Gone prior to officer arrival.
2022,9,22,Woodsworth Residence - 321 Bloor Street,BREAK AND ENTER,A report of a break and enter. Arrested by Special Constables.
2022,9,22,Brennan Hall - 81 St. Mary's Street,THEFT,A report of a theft of bicycle.
2022,9,22,Bissel - 140 St. George Street,THEFT,A report of a theft of phone.
2022,9,22,Bahen Centre - 40 St. George Street,SUSPICIOUS PERSON,A report of a suspicious person. Gone prior to officer arrival.
2022,9,22,Robarts Library - 130 St. George Street,PERSON WELL-BEING CHECK,A request for a wellbeing check. Individual able to care for themselves.
2022,9,21,Off Campus,FRAUD,A report of online fraud.
2022,9,21,Warren Stevens - 55 Harbord Street,THEFT,A report of a theft of wallet.
2022,9,21,McLennan Physics - 255 Huron Street,MISCHIEF (GRAFFITI),A report of graffiti.
2022,9,21,Robarts Library - 130 St. George Street,MEDICAL,A report of a medical. One party transported to hospital.
2022,9,21,New College 3 - 45 Willcocks Street,MEDICAL,A report of a medical. One party transported to hospital.
2022,9,20,Warren Stevens - 55 Harbord Street,UNWANTED PERSON,A report of an unwanted person. Gone prior to officer arrival.
2022,9,20,Goldring Centre - 100 Devonshire Place,THEFT,A report of a theft.
2022,9,20,Warren Stevens - 55 Harbord Street,ASSAULT,A report of an assault.
2022,9,20,Warren Stevens - 55 Harbord Street,THEFT,A report of a theft.
2022,9,20,Victoria College - 91 Charles Street West,FRAUD,A report of online fraud.
2022,9,20,Sandford Fleming - 10 King's College Road,ASSAULT,A report of an assault.
2022,9,20,Margaret Addison Hall - 140 Charles Street,ASSAULT,A report of an assault.
2022,9,20,Mining - 170 College Street,THEFT,A report of a theft of backpack.
2022,9,20,Elmsley Hall - 81 St. Mary Street,THEFT,A report of a theft of bicycle.
2022,9,19,Simcoe Hall - 27 King's College Circle,NOISE COMPLAINT,A report of loud music. Individual left the area upon arrival.
2022,9,19,89 Chestnut Street,THEFT,A report of a theft of package.
2022,9,19,Sidney Smith - 100 St. George Street,THEFT,A report of a theft.
2022,9,19,Margaret Addison Hall - 140 Charles Street,FIRE ALARM,A report of a false alarm of fire.
2022,9,19,Mining - 170 College Street,MOTOR VEHICLE COLLISION,A report of a motor vehicle accident.
2022,9,19,Warren Stevens - 55 Harbord Street,THEFT,A report of a theft of bike wheel.
2022,9,19,Rotman - 105 St. George Street,UNWANTED PERSON,A report of an unwanted person. Gone prior to officer arrival.
2022,9,19,University College - 15 King's College Circle,MEDICAL,A report of a medical. One party transported to hospital.
2022,9,19,107 St. George Street,FIRE ALARM,A report of a false alarm of fire.
2022,9,19,Cumberland House - 33 St. George Street,BREAK AND ENTER,A report of a break and enter.
2022,9,19,MSB - 1 King's College Circle,THEFT,A report of a theft of phone.
2022,9,18,UTS - 371 Bloor Street,MISCHIEF,A report of a broken window.
2022,9,17,Edward Johnson - 80 Queen's Park Crescent,SUSPICIOUS PERSON,A report of a suspicious person. Gone prior to officer arrival.
2022,9,17,St. Michael's College - 81 St. Mary Street,UNWANTED PERSON,A report of an unwanted person. Gone prior to officer arrival.
2022,9,17,89 Chestnut Street,UNWANTED PERSON,A report of an unwanted person. Left upon arrival.
2022,9,17,Hart House - 7 Hart House Circle,THEFT,A report of a theft of bike wheels. 
2022,9,17,Bahen Centre - 40 St. George Street,THEFT,A report of a theft of iPad.
2022,9,17,OISE - 252 Bloor Street,SUSPICIOUS PERSON,A report of a suspicious person. Gone prior to officer arrival.
2022,9,16,Back Campus - 20 Tower Road,TRESPASS TO PROPERTY ACT,A report of a person trespassing. Issued a Provincial Offence Notice.
2022,9,16,Lash Miller - 80 St. George Street,UNWANTED PERSON,A report of an unwanted person. Left when directed.
2022,9,16,Off Campus,FRAUD,A report of over the phone fraud.
2022,9,16,Woodsworth College - 119 St. George Street,PERSON WELL-BEING CHECK,A request for a wellbeing check. Individual able to care for themselves.
2022,9,16,Munk School - 1 Devonshire Place,MEDICAL,A report of a medical. No assistance required.
2022,9,16,Galbraith - 35 St. George Street,MEDICAL,A report of a medical. No assistance required.
2022,9,16,730 Yonge Street,MISCHIEF,A report of damage to the parking garage.
2022,9,16,MSB - 1 King's College Circle,MEDICAL,A report of a medical. One party transported to hospital.
2022,9,16,Convocation Hall - 31 King's College Circle,MEDICAL,A report of a medical. One party transported to hospital.
2022,9,16,Bahen Centre - 40 St. George Street,PERSON WELL-BEING CHECK,A request for a wellbeing check. Individual able to care for themselves.
2022,9,16,University College - 15 King's College Circle,NOISE COMPLAINT,A report of a noise complaint. Caused by construction.
2022,9,16,Wilson Hall  - 40 Willcocks Street,UNWANTED PERSON,A report of an unwanted person. Left when directed.
2022,9,15,"255 Huron Street, Toronto",Mischief,A person reported damage to windows.
2022,9,15,"130 St. George Street, Toronto",Theft,A person reported a stolen wallet.
2022,9,14,"40 St. George Street, Toronto",Theft,"A person reported a stolen Ipad,airpods, mouse, charger."
2022,9,14,"55 St. George Street, Toronto",Mischief,A person reported damage to a mail box.
2022,9,13,"130 St. George Street, Toronto",Theft,A person reported a stolen bicycle.
2022,9,13,"100 St. George Street, Toronto",Theft,"A person reported a stolen laptop,airpods, wallet, backpack."
2022,9,13,"5 Kings Colleg Road, Toronto",Mischief,A person reported damage to a vending machine
2022,9,13,"21 Sussex Avenue, Toronto",Fraud,A person reported a fraud- identity theft.
2022,9,12,"40 St. George Street, Toronto",Mischief,A report of graffiti on a railing.
2022,9,12,"1 Kings College Circle, Toronto",Theft,A person reported a stolen E- bicycle.
2022,9,12,"21 Sussex Avenue, Toronto",Fraud,A person reported a fraud- job scam.
2022,9,11,"89 Chestnut Street, Toronto",Mischief,A person reported damage to underground parking garage exit arm.
2022,9,10,"21 Sussex Avenue, Toronto",Harassment,A person reported a harassment.
2022,9,9,"21 Sussex Avenue, Toronto",Fraud,A person reported a fraud- job scam.
2022,9,9,"50 Sussex Avenue, Toronto",Mischief,A report of graffiti on a building
2022,9,8,"71 Queens Park Crescent East, Toronto",Theft,A person reported a stolen bicycle.
2022,9,8,"105 St.George Street, Toronto",Theft,A person reported a stolen bicycle.
2022,9,7,"215 Huron Street, Toronto",Harassment,A person reported a harassment through social media.
2022,9,7,"15 Kings College Circle, Toronto",Mischief,A person reported damage to an exterior door.
2022,9,6,"300 Huron Street, Toronto",Theft,A person reported a stolen bicycle.
2022,9,6,"30 Charles Street, Toronto",Theft,A person reported a stolen laptop.
2022,9,6,"90 Queens Park, Toronto",Theft, A person reported a stolen wallet.
2022,9,6,"130 St. George Street, Toronto",Theft,A person reported a stolen bicycle.
2022,9,5,"10 Kings College Road, Toronto",Person Well Being Check,A person was concerned for someone's well being.
2022,9,3,"1 Kings College Circle, Toronto",Mischief,A person reported damage to a vending machine
2022,9,2,"160 College Street, Toronto",Theft,A person reported a theft of centrifuge rotors
2022,9,2,"40 St. George Street, Toronto",Trespass to Property,"A person engaing in prohibited activity, left when directed by officers."
2022,8,27,"7 Hart House Circle, Toronto",Theft,A person reported a stolen bicycle.
2022,8,26,"255 Bloor Street West, Toronto",Unwanted Person,"A report of an unwanted person, left when directed by officers."
2022,8,25,"164 College Street, Toronto",Mischief,"A person reported a stolen laptop, backpack, and suitcase"
2022,8,25,"75 St. George Street, Toronto",Fraud,A person reported damage to the loading dock doors.
2022,8,24,"21 Sussex Avenue, Toronto",Fraud,A person reported fraud- job scam
2022,8,24,"21 Sussex Avenue, Toronto",Person Well Being Check, A person was concerned for someone's well being.
2022,8,23,"21 Sussex Avenue, Toronto",Mischief,A person reported fraud- job scam
2022,8,23,"90 Wellesley Street #352, Toronto",Theft,A person reported damage to a door frame and deadbolt.
2022,8,22,"651 Spadina Avenue, Toronto",Theft,A person reported a theft of product (shoplifting).
2022,8,19,"21 Sussex Avenue, Toronto",Person Well Being Check,A person was concerned for someone's well being.
2022,8,19,"55 Harbord Street, Toronto",Theft,A person reported a stolen bicycle.
2022,8,18,"130 St. George Street, Toronto",Theft,A person reported a stolen bicycle.
2022,8,18,"229 College Street, Toronto",Trespass to Property Act,A report of a persons engaged in prohibited activity; parties left when directed by officers.
2022,8,16,"35 CHARLES STREET WEST, TORONTO",INSECURE PREMISES,REPORT OF AN INSECURE PREMISES.  OFFICERS INVESTIGATED.
2022,8,16,"33 SUSSEX AVENUE, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON; PARTY WAS GONE PRIOR TO OFFICERS ARRIVAL.
2022,8,16,"214 COLLEGE STREET, TORONTO",MISCHIEF,REPORT OF MISCHIEF.
2022,8,16,"78 QUEEN'S PARK, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON; PARTY LEFT WHEN DIRECTED.
2022,8,16,"256 MCCAUL STREET, TORONTO",ALARM,EMERGENCY ALARM ACTIVATED; NO CAUSE AND NO ONE LOCATED IN THE AREA.
2022,8,15,"487 SPADINA CRESCENT, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON; PARTY LEFT WHEN DIRECTED.
2022,8,15,"125 QUEEN'S PARK, TORONTO",SUSPICIOUS CIRCUMSTANCES,REPORT OF PERSONS STRIPPING BICYCLES.  OFFICERS INVESTIGATED AND DETERMINED TO BE RIGHTFUL OWNERS.
2022,8,15,OFF CAMPUS,ARSON,PARTY OBSERVED BY OFFICERS SETTING GARBAGE FIRES.  TPS CONTINUED INVESTIGATION.
2022,8,15,"35 ST. GEORGE STREET, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON; PARTY LEFT WHEN DIRECTED BY OFFICERS.
2022,8,15,"15 KING'S COLLEGE CIRCLE, TORONTO",PERSON WELL BEING CHECK,A PERSON WAS CONCERNED FOR SOMEONES WELL BEING.  PARTY WAS ABLE TO CARE FOR THEMSELVES AND LEFT THE AREA.
2022,8,15,"21 SUSSEX AVENUE, TORONTO",POLICE ASSISTANCE,PARTY WAS PROVIDED UNIVERSITY OF TORONTO SERVICES.
2022,8,15,"21 SUSSEX AVENUE, TORONTO",POLICE ASSISTANCE,PARTY WAS PROVIDED SUPPORT SERVICES.
2022,8,14,"40 WILLCOCKS STREET, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON; PARTY LEFT PRIOR TO OFFICERS ARRIVAL.
2022,8,14,"5 HOSKIN AVENUE, TORONTO",ASSAULT,REPORT OF AN ASSAULT; NO INJURIES.
2022,8,14,"10 KING'S COLLEGE ROAD, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON; PARTY LEFT WHEN DIRECTED BY OFFICERS.
2022,8,14,"55 HARBORD STREET, TORONTO",THEFT,REPORT OF A BICYCLE THEFT.
2022,8,14,"213 HURON STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON; PARTY WAS TRESPASSED BY OFFICERS.
